prdtName,Brand,url,rating-info,price,ingredients,skin_type,amount,type
easydew Mela B Toning Clear UV Sun Patch 4 Servings,easydew,https://global.oliveyoung.com/product/detail?prdtNo=GA250631815,,US$29.04,"Polyurethane-11, Homosalate, Butyl Methoxydibenzoylmethane, Polymethyl Methacrylate, Niacinamide, sh-Oligopeptide-1, Adenosine, Glutathione, Madecassoside, Collagen",For all skin types,"4 Servings (2P*4 Sheets, Total 8P)",Face Sunscreen
[TANNING POMPOMPURIN EDITION] BRINGGREEN Aloe 97% Soothing Gel 300ml*2ea,BRINGGREEN,https://global.oliveyoung.com/product/detail?prdtNo=GA250631435,5.0,US$13.30,"Aloe Vera Leaf Water (871,266 Ppm), Aloe Vera Leaf Juice (99,007 Ppm), 1,2-hexanediol, Carbomer, Alginine, Glycerin, Purified Water, Butylene Glycol, Canola Extract, Cabbage Extract, Broccoli Extract, Rapeseed Extract, Radish Extract",For all skin types,300mL * 2ea,Face Sunscreen
[TANNING MY MELODY EDITION] Blemish Toning Sunscreen 35ml*3ea,Cell Fusion C,https://global.oliveyoung.com/product/detail?prdtNo=GA250631430,4.2,US$29.68,"Purified Water, Propanediol, Titanium Dioxide (Ci 77891), Diisopropyl Sebacate, Methyltrimethicone, Isonyl Isonanoate, Niacinamide, Glycerin, Butyloxysalicylate, Dibutyladipate, Diethylaminohydroxybenzoate, 1,2-hexane Diol, Dicaprylcarbonate, Dimethicone/vinyldimethicone Cross Polymer, Jojoba Oil, Tomato Extract, Bis-ethylhexyloxyphenyltriazine, Ethylhexyltriazone, Pentylene Glycol, Polysilicon-15, Terephthalyldisilidenedic Acid, Isododecane, Potassium Ethyl Acetate, Polyhydroxystearic Acid, Sodium Polyhydroxystearic Acid, Tromethamine, Silica, Aluminum Hydroxide, Hydroxyethylacid/sodium Acryloyldimethyltaurate Polymer, Stearic Acid, Octyldodecanol, Ammonium Polyglyceryl-4 Isostearate, Polyglyceryl-2 Dihydroxysylhexystearine, Isohexylglycerin, Isopropylate, Adenosine, Butylene Glycol, Triisodium Ethylene Glycol, Triisodium Ethylenediamineotoxinate, Laurolysine, Hydroxypropylmethylcellulosestearoxyether, 3-o-ethylascobic Acid, Bisaborol, Glutathione, Alginine, Tocopherol, Squalane, Caprylic/capryctraiglyceride, Hydrogenated Lecithin, Ceramide Np, Sodium Stearoyl Glutamate, Behenyl Alcohol, Xanthan Gum, Carbomer, Flavoring, Iron Yellow Oxide (Ci 77491), Red Iron Oxide (Ci 77491)",For all skin types,35ml x 3ea,Face Sunscreen
[TANNING MY MELODY EDITION] Cell Fusion C Aquatica Cooling Sunscreen 35ml*3ea,Cell Fusion C,https://global.oliveyoung.com/product/detail?prdtNo=GA250631429,4.6,US$26.37,"Purified Water, Dibutyladipate, Modified Alcohol, Butyloctylsalicylate, Silica, Dipropylene Glycol, Ethylhexyltriazone, Bis-ethylhexyloxyphenolmethoxyphenyltriazine, Octocrylene, Propanediol, Niacinamide, Erythritol, Terephthalidene Dikampersulfonic Acid, Pentylene Glycol, Methylpropanediol, Tromethamine, Sphingomonas Fermentation Extract, Yeast Fermented Filtrate, Rosemary Leaf Water, Bottle Grass Extract, White Wood Ear Mushroom Extract, Green Tea Extract, Polsapplemint Leaf Extract, Time Leaf Extract, Sodium Hyaluorate, Polymethylsilsesquioxane, 1,2-hexanediol, Hydroxyethylurea, Polyglyceryl-3methylglucose Diacetate, Stearylheptanoate, Dimethiconeol, Polyc10-30alkylacrylate, Microcrystalline Cellulose, Polyether-1, Ethylhexylglycerin, Adenosine, Sodium Stearoylglutamate, Methyldiaisopropylionamide, Cellulose Gum, Tocoperine, Sodium Perylene, Glyceride, Glyceride, Calcium Chloride, Alginate, Alginine, Glutamic Acid Seed, Boomer, Sodium Alcohol, Carbonyl Alcohol, Carboamer, Fragrance",For all skin types,35ml x 3ea,Face Sunscreen
[TANNING MY MELODY EDITION] Cell Fusion C Laser UV Sunscreen 35ml*3ea (+Summer Towel),Cell Fusion C,https://global.oliveyoung.com/product/detail?prdtNo=GA250631428,4.8,US$27.17,"Purified water, zinc oxide, dibutyl adipate, cyclohexyloxane, propyl heptyl caprylate, dipropylene glycol, butyl octyl salicylate, polyglyceryl-4 diisostearate/polyhydroxystearate/sebacate, niacinamide, calcium aluminum borosilicate, diethylaminohydroxybenzoylhexyl benzoate, methyl methacrylate crosspolymer, bis-ethylhexylhexyl phenol Methoxyphenyltriazine, ethylhexyltriazone, polyglyceryl-3 polydimethylsiloxyethyl dimethicone, titanium dioxide, disteadimonium hexolite, magnesium sulfate, triethoxylsilylsilane,1,2-hexanediol, polymethylsilsesquioxane, glyceryl caprylate, caprylyl glycol, ethylhexylglycerin, adenosine, tocopherol, carnosine methylsiloxysilicate, hydrolyzed collagen, fragrance",For all skin types,35ml*3ea,Face Sunscreen
UIQ Biome Remedy Tone Up Sun Cream Purple 50ml Set (+Watery Sun Cream 20ml),UIQ,https://global.oliveyoung.com/product/detail?prdtNo=GA250531077,,US$25.60,"Water,Dibutyl Adipate,Butyloctyl Salicylate,Ethylhexyl Triazone,Propanediol,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,Methylpropanediol,Niacinamide,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Titanium Dioxide (CI 77891),1,2-Hexanediol,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Polyglyceryl-3 Methylglucose Distearate, Polyglyceryl-3 Distearate,Ultramarines, Coco-Caprylate/Caprate,Decyl Glucoside,Polyacrylate Crosspolymer-6, Cetearyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer,VP/Eicosene Copolymer,Sodium Polyacryloyldimethyl Taurate,Ethylhexylglycerin,Glyceryl Stearate Citrate,Kaolin,Polyglyceryl-6 Polyhydroxystearate,Aluminum Hydroxide,Polyglyceryl-6 Polyricinoleate,Adenosine,Triethoxycaprylylsilane,Sodium Stearoyl Glutamate,Glycerin,Iron Oxide Red, Xanthan Gum,Cutibacterium Granulosum Ferment Extract Filtrate (100 ppm),Polyglycerin-6,Panthenol,Succinic Acid, Tocopherol,Ascorbyl Palmitate",For all skin types,50ml+20ml (Special Gift),Face Sunscreen
UIQ Biome Remedy Watery Sun Cream 50ml Set (+Purple Tone Up Sun Cream 20ml),UIQ,https://global.oliveyoung.com/product/detail?prdtNo=GA250531076,,US$32.00,"[Original Product]
Water, Propanediol, Butyloctyl Salicylate, Dibutyl Adipate, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Niacinamide, Polyglyceryl-3 Distearate, Tromethamine, Polymethylsilsesquioxane, 1,2-Hexanediol, Pentylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cetearyl Alcohol, Caprylyl Methicone, Polysilicone-15, Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Methylpropanediol, Sodium Acrylates Crosspolymer-2, Palmitic Acid, Carbomer, Stearic Acid, Glyceryl Stearate Citrate, Panthenol, Cutibacterium Granulosum Ferment Extract Filtrate (979 ppm), Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Saccharide Isomerate, Ethylhexylglycerin, Adenosine, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polyether-1, Myristic Acid, Succinic Acid, Sodium Citrate, Citric Acid, Biosaccharide Gum-1, Tocopherol
[Special Gift]
Water,Dibutyl Adipate,Butyloctyl Salicylate,Ethylhexyl Triazone,Propanediol,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,Methylpropanediol,Niacinamide,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Titanium Dioxide (CI 77891),1,2-Hexanediol,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Polyglyceryl-3 Methylglucose Distearate, Polyglyceryl-3 Distearate,Ultramarines, Coco-Caprylate/Caprate,Decyl Glucoside,Polyacrylate Crosspolymer-6, Cetearyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer,VP/Eicosene Copolymer,Sodium Polyacryloyldimethyl Taurate,Ethylhexylglycerin,Glyceryl Stearate Citrate,Kaolin,Polyglyceryl-6 Polyhydroxystearate,Aluminum Hydroxide,Polyglyceryl-6 Polyricinoleate,Adenosine,Triethoxycaprylylsilane,Sodium Stearoyl Glutamate,Glycerin,Iron Oxide Red, Xanthan Gum,Cutibacterium Granulosum Ferment Extract Filtrate (100 ppm),Polyglycerin-6,Panthenol,Succinic Acid, Tocopherol,Ascorbyl Palmitate",For all skin types.,50ml+20ml (Special Gift),Face Sunscreen
Briall Homme Daily Whitening Sun Cream 50ml,Briall Homme,https://global.oliveyoung.com/product/detail?prdtNo=GA250531066,,US$16.91,"Water, Dibutyl Adipate, Methylpropanediol, Alcohol Denat., Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Ethylhexyl Methoxycinnamate, Glycerin, Niacinamide, Arginine, Caprylyl Methicone, Cetearyl Alcohol, Tromethamine, Polysilicone-15, Potassium Cetyl Phosphate, Stearic Acid, Acrylates/Octylacrylamide Copolymer, Sorbitan Sesquioleate, Panthenol, Dimethicone/Vinyl Dimethicone Crosspolymer, Allantoin, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Anthemis Nobilis Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Melissa Officinalis Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Mentha Spicata Leaf Extract, Chlorella Vulgaris Extract, Hydrogenated Lecithin, Ceramide NP, Glyceryl Stearate, PEG-100 Stearate, Polyglyceryl-3 Methylglucose Distearate, Hydrogenated Polyisobutene, Butylene Glycol, Propanediol, Ethylhexylglycerin, Adenosine, Disodium EDTA, Sodium Hyaluronate Crosspolymer, Potassium Hydroxide",For all skin types,50ml,Face Sunscreen
THE WHOO UV Ultimate Sun Stick 7g,THE WHOO,https://global.oliveyoung.com/product/detail?prdtNo=GA250531064,,US$39.95,"Polymethylsilsesquioxane, Synthetic Wax, Butyloctyl Salicylate, Isononyl Isononanoate, Propylheptyl Caprylate, Diisopropyl Sebacate, Ethylhexyl Salicylate, Drometrizole Trisiloxane Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Methyl Methacrylate Crosspolymer, Calamine, 1,2-Hexanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Caprylic/Capric Triglyceride, Pentaerythrityl Tetraisostearate, Diisostearyl Malate, Cedrol, Disteardimonium Hectorite, Triethoxycaprylylsilane, Propylene Carbonate, Tocopherol, Myristica Fragrans (Nutmeg) Extract, Glycine Soja (Soybean) Oil, Water, Hydrolyzed Vegetable Protein, Butylene Glycol, Ascorbic Acid, Cyanocobalamin, Glutathione, Ammonium Polyacryloyldimethyl Taurate, Glycerin, Dimethicone Crosspolymer, Dioscorea Japonica Root Extract, Glycyrrhiza Glabra (Licorice) Extract, Panax Ginseng Root Extract, Typha Angustifolia Spike Extract, Polyglyceryl-10 Oleate, Cinnamomum Cassia Bark Extract, Paeonia Lactiflora Root Extract, Haematococcus Pluvialis Extract, Ophiopogon Japonicus Root Extract, Scutellaria Baicalensis Root Extract, Atractylodes Japonica Rhizome Extract, Saposhnikovia Divaricata Root Extract, Zingiber Officinale (Ginger) Root Extract, Ziziphus Jujuba Fruit Extract, Angelica Gigas Root Extract, Lysolecithin, Polyglyceryl-10 Stearate, Asparagus Cochinchinensis Extract, Astaxanthin, Ethylhexylglycerin, Arginine, Cornus Officinalis Fruit Extract, Thymus Vulgaris (Thyme) Extract, Glutamic Acid, Glycoproteins, Ganoderma Lucidum (Mushroom) Extract, Fragrance, Benzyl Benzoate, Citronellol, Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone, Limonene, Hydroxycitronellal, Geraniol, Benzyl Salicylate",For all skin types,7g,Face Sunscreen
THE WHOO UV Ultimate Red Vitamin Sunscreen 50ml,THE WHOO,https://global.oliveyoung.com/product/detail?prdtNo=GA250531063,,US$66.30,"Water, Ethylhexyl Methoxycinnamate, Alcohol Denat., Diisopropyl Sebacate, Tromethamine, Drometrizole Trisiloxane Terephthalylidene Dicamphor Sulfonic Acid, Dipropylene Glycol, Phenylbenzimidazole Sulfonic Acid, Polyglyceryl-3 Distearate, 1,2-Hexanediol, Dimethicone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cetearyl Alcohol, Isodecyl Neopentanoate, Lauroyl Lysine, Phenethyl Benzoate, Propanediol, Ethylhexyl Triazone, Glyceryl Stearate SE, Panthenol, Polyglyceryl-3 Methylglucose Distearate, Polysilicone-11, Polyamide-8, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Butylene Glycol, Carbomer, Glyceryl Stearate Citrate, Hydrolyzed Vegetable Protein, Ammonium Polyacryloyldimethyl Taurate, Succinoglycan, Adenosine, Xanthan Gum, Tocopherol, Cyanocobalamin (270ppm), Myristica Fragrans (Nutmeg) Extract, Dimethicone Crosspolymer, Trisodium EDTA, Glycine Soja (Soybean) Oil, Caprylyl Glycol, Decyl Glucoside, Glutathione, Asparagus Cochinchinensis Extract, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Glycerin, Arginine, Cornus Officinalis Fruit Extract, Angelica Gigas Root Extract, Thymus Vulgaris (Thyme) Extract, Glutamic Acid, Ascorbic Acid, Ethylhexylglycerin, Caprylic/Capric Triglyceride, Polyglyceryl-10 Oleate, Haematococcus Pluvialis Extract, Glycoproteins, Dioscorea Japonica Root Extract, Glycyrrhiza Glabra (Licorice) Extract, Lysolecithin, Polyglyceryl-10 Stearate, Panax Ginseng Root Extract, Typha Angustifolia Spike Extract, Cinnamomum Cassia Bark Extract, Paeonia Lactiflora Root Extract, Ophiopogon Japonicus Root Extract, Scutellaria Baicalensis Root Extract, Ganoderma Lucidum (Mushroom) Extract, Astaxanthin, Atractylodes Japonica Rhizome Extract, Saposhnikovia Divaricata Root Extract, Zingiber Officinale (Ginger) Root Extract, Ziziphus Jujuba Fruit Extract, Fragrance, Benzyl Benzoate, Citronellol, Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone, Limonene, Hydroxycitronellal, Geraniol, Benzyl Salicylate",For all skin types,50mL,Face Sunscreen
INNISFREE Green Tea Hyaluronic Sun Serum 50ml,INNISFREE,https://global.oliveyoung.com/product/detail?prdtNo=GA250530820,,US$26.68,"Water, Diethylhexyl Succinate, Propanediol, Drometrizole Trisiloxane Ethylhexyl Triazone, Niacinamide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Behenyl Alcohol, Tromethamine, Sodium Polyacryloyldimethyl Taurate, Phenyl Trimethicone, Caprylyl Methicone, Polyacrylate Crosspolymer-6, Arachidyl Alcohol, Hyaluronic Acid (2,202 ppm), Potassium Cetyl Phosphate, Butylene Glycol, Lactobacillus Ferment Lysate, Ethylhexylglycerin, Caprylyl Glycol, Panthenol, Arachidyl Glucoside, Adenosine, Glycerin, Sodium Hyaluronate (260 ppm), Allantoin, Sodium Metaphosphate, Madecassoside, Ceramide NP, Glyceryl Oleate, Tocopherol, Lecithin, Lauryl Glucoside, Polyglyceryl-6 Laurate, Myristyl Glucoside, Hydrolyzed Hyaluronic Acid (10 ppm), Camellia Sinensis Leaf Extract (8 ppm), Sodium Hyaluronate Crosspolymer (4 ppm), Xanthan Gum, Sodium Acetylated Hyaluronate (0.2 ppm), Acetyl Tetrapeptide-2",For all skin types,50mL,Face Sunscreen
[DISNEY EDITION] goodal Heartleaf Claming Mineral Filter Sun Cream 50ml 1+1 Set,goodal,https://global.oliveyoung.com/product/detail?prdtNo=GA250530809,4.8,US$21.00,"Water, Zinc Oxide, Butyloctyl Salicylate, Cyclohexasiloxane, Caprylyl Methicone, Propanediol, Propylheptyl Caprylate, Methyl Trimethicone, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, Houttuynia Cordata Extract, Olea Europaea (Olive) Fruit Oil, Sodium Hyaluronate, Abies Sibirica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Salvia Sclarea (Clary) Oil, Pelargonium Graveolens Flower Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Pogostemon Cablin Oil, Chamomilla Recutita (Matricaria) Flower Oil, Juniperus Mexicana Oil, Anthemis Nobilis Flower Oil, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Disteardimonium Hectorite, Magnesium Sulfate, Polyglyceryl-2 Dipolyhydroxystearate, Triethoxycaprylylsilane, 1,2-Hexanediol, Trimethylsiloxysilicate, Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Butylene Glycol, Glyceryl Caprylate, Caprylyl Glycol, Dimethiconol, Trisiloxane, Ethylhexylglycerin, Pentylene Glycol, Magnesium Aspartate, Zinc Gluconate, Tocopherol, Copper Gluconate, Madecassoside, Zinc Lactate, Panthenol, Octadecane, Lactic Acid/Glycolic Acid Copolymer, Dimethylsilanol Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Dimethylsilanol, Sodium Hyaluronate Crosspolymer, Xanthan Gum, Potassium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid",For all skin types,50ml*2ea,Face Sunscreen
[DISNEY EDITION] goodal Heartleaf Calming Moisture Sun Cream 50ml 1+1 Set,goodal,https://global.oliveyoung.com/product/detail?prdtNo=GA250530808,4.8,US$21.00,"Water, Dibutyl Adipate, Propanediol, Polymethylsilsesquioxane, Diisopropyl Sebacate, Diethylamino Hydroxybenzoyl Hexyl Benzoate (30,000ppm), Ethylhexyl Triazone (24,000ppm), Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (20,000ppm), Coco-Caprylate/Caprate, Diethylhexyl Butamido Triazone (12,000ppm), Butylene Glycol, Glycerin, 1,2-Hexanediol, Caprylyl Methicone, Houttuynia Cordata Extract (77ppm), Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Xanthan Gum, t-Butyl Alcohol, Tocopherol (9ppm)",For all skin types,50ml*2ea,Face Sunscreen
[GOOLYGOOLY EDITION] JUNGSAEMMOOL Kids Mild Sun Cushion 18g,JUNGSAEMMOOL,https://global.oliveyoung.com/product/detail?prdtNo=GA250530594,,US$35.00,"Water, Zinc Oxide (CI 77947), Butyloctyl Salicylate, Propanediol, Propylheptyl Caprylate, Butylene Glycol, Caprylyl Methicone, Coco-Caprylate/Caprate, Cyclohexasiloxane, Methyl Trimethicone, Triethylhexanoin, Calamine, Cetyl Diglyceryl Tris(Trimethylsiloxy)silylethyl Dimethicone, Olea Europaea (Olive) Fruit Oil, Polyglyceryl-6 Polyhydroxystearate, Cedrus Atlantica Bark Oil, Artemisia Vulgaris Oil, Anthemis Nobilis Flower Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Glycine Soja (Soybean) Sprout Extract, Oryza Sativa (Rice) Germ Extract, Phaseolus Radiatus Sprout Extract, Sesamum Indicum (Sesame) Sprout Extract, Triticum Vulgare (Wheat) Sprout Extract, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Methyl Methacrylate Crosspolymer, Caprylic/Capric Triglyceride, Disteardimonium Hectorite, Lauryl Dimethicone/Polyglycerin-3 Crosspolymer, Polyhydroxystearic Acid, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Polyglyceryl-6 Polyricinoleate, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Hectorite, Stearic Acid, Ethylhexylglycerin, Polyglyceryl-3 Polyricinoleate, Polyglycerin-6, Dipropylene Glycol, Tocopherol, Sodium Citrate, Ascorbyl Palmitate",For all skin types,18g,Face Sunscreen
CHASIN' RABBITS All About Glow Cover Cream 35g,CHASIN' RABBITS,https://global.oliveyoung.com/product/detail?prdtNo=GA250430269,,US$19.20,"Water, Cyclopentasiloxane, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Dipropylene Glycol, Cetyl Ethylhexanoate, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Ethylhexyl Salicylate, Silica, 1,2-Hexanediol, Caprylyl Methicone, Niacinamide, Octocrylene, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Cyclohexasiloxane, Glycerin, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Disteardimonium Hectorite, Polyphenylsilsesquioxane, Sodium Chloride, Copernicia Cerifera (Carnauba) Wax Iron Oxide Yellow, Trimethylsiloxysilicate, Stearic Acid, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Diisostearyl Malate, Palmitic Acid, Aluminum Hydroxide, Glyceryl Caprylate, Iron Oxide Red, Triethoxycaprylylsilane, Fragrance, Iron Oxide Black, Allantoin, Dimethicone/Vinyl Dimethicone Crosspolymer, Adenosine, Dimethicone, Disodium EDTA, Sodium Hyaluronate, Glutathione, Tocopherol, Hydrolyzed Collagen, Caprylic/Capric Triglyceride, Ethanol, Houttuynia Cordata Extract, Hydrogenated Lecithin, Prunus Persica (Peach) Flower Extract, Sodium Stearoyl Glutamate, Hyaluronic Acid, Ascorbic Acid",For all skin types,35g,Face Sunscreen
Franz Naked Sunshield EGF Patch 7 Servings,Franz,https://global.oliveyoung.com/product/detail?prdtNo=GA250430218,,US$37.00,"[Franz Naked Sunshield EGF Patch]
Acrylates/Ethylhexyl Acrylate Copolymer, 1,2-Hexanediol (14.54%), Sodium Polyacrylate, Glycerin, Butylene Glycol, Propanediol, Oryza Sativa (Rice) Germ Oil, Cocos Nucifera (Coconut) Oil, Artemisia Capillaris Extract, Olea Europaea (Olive) Extract, Hydrolyzed Collagen, sh-Oligopeptide-1 SP (10ppm), sh-Oligopeptide-1 (0.145ppb), sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-11, sh-Polypeptide-16, sh-Polypeptide-22, sh-Polypeptide-3, sh-Polypeptide-60, sh-Polypeptide-62, sh-Polypeptide-9, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5, Acetyl Hexapeptide-8, Copper Tripeptide-1, Nonapeptide-1, Oligopeptide-68, Alanine, Arginine, Asparagine, Aspartic Acid, Cystine, Glutamic Acid, Glutamine, Glycine, Histidine, Hydroxyproline, Isoleucine, Leucine, Lysine, Methionine, Ornithine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tryptophan, Tyrosine, Valine, Panthenol, Ceramide NP, Phytosterols, Stearic Acid, Hyaluronic Acid, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Dimethylsilanol Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Potassium Hyaluronate, Sodium Hyaluronate Crosspolymer, Caprylic/Capric Triglyceride, Candida Bombicola/Glucose/Methyl Rapeseedate Ferment, Cetearyl Glucoside, Polyglyceryl-3 Methylglucose Distearate, Methyl Glucose Sesquistearate, Ethylhexylglycerin (0.145%), Sodium Dehydroacetate,

[Franz EGF Boosting Essence]
Water, Caprylic/Capric Triglyceride, 1,2-Hexanediol (2.00%), Niacinamide, Glycerin, Butylene Glycol, Squalane, Panthenol, sh-Oligopeptide-1 SP (1ppm), Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Glucose, Vincetoxicum Atratum Extract, Sodium Ascorbyl Phosphate, Ascorbic Acid, Biotin, Cyanocobalamin, Folic Acid, Pyridoxine, Riboflavin, Thiamine HCl, Menthyl Lactate, Allantoin, Xylitylglucoside, Anhydroxylitol, Xylitol, Adenosine, Menthol, Sodium Polyacrylate, Ethylhexylglycerin (0.04%), Benzyl Glycol",For all skin types,10.3mg x 7ea,Face Sunscreen
OBge Pore Zero Oil Control Sun Stick 18g,OBge,https://global.oliveyoung.com/product/detail?prdtNo=GA250430215,,US$21.95,"Methyl Methacrylate Crosspolymer, Synthetic Wax, Coco-Caprylate/Caprate, Ethylhexyl Palmitate, Isopropyl Palmitate, Dicaprylyl Carbonate, Synthetic Fluorphlogopite, Caprylyl Methicone, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ozokerite, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Ethylhexyl Triazone, Tocopheryl Acetate, Vinyl Dimethicone, Polysilicone-15, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyloctyl Salicylate, Hamamelis Virginiana (Witch Hazel) Bark/Leaf/Twig Extract, Primula Veris Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Ulmus Davidiana Root Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Mentha Viridis (Spearmint) Extract, Mentha Suaveolens Leaf Extract, Mentha Aquatica Extract, (-)-alpha-bisabolol, Glyceryl Caprylate, Caprylyl Glycol, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Triethoxycaprylylsilane, Ethylhexylglycerin, Guaiazulene, Tocopherol, Water, Glycerin, Butylene Glycol, Methylpropanediol, Ethanol, 1,2-Hexanediol, Sucrose, Lecithin, Pistacia Lentiscus (Mastic) Gum, Saccharomyces Ferment Filtrate",For all skin types,18g,Face Sunscreen
KAHI Han-Gyob Tone Up Sun Skin #Beige 40ml,KAHI,https://global.oliveyoung.com/product/detail?prdtNo=GA250430213,,US$27.75,"Water, Butylene Glycol, Glycerin, Diisopropyl Sebacate, Butyloctyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Polysilicone-15, Titanium Dioxide (CI 77891), C12-15 Alkyl Benzoate, Niacinamide, Silica, Hydrogenated Polydecene, Pentylene Glycol, 1,2-Hexanediol, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Caesalpinia Spinosa Fruit Extract, Fraxinus Rhynchophylla Extract, Kappaphycus Alvarezii Extract, Carica Papaya (Papaya) Fruit Extract, Prunus Mume Fruit Extract, Malus Domestica Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Bamboo Vinegar, Saururus Chinensis Extract, Artemisia Princeps Leaf Extract, Polyglyceryl-6 Distearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Potassium Cetyl Phosphate, Isododecane, Octyldodecanol, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Decyl Glucoside, Tromethamine, Polyglyceryl-4 Isostearate, Isopropyl Titanium Triisostearate, Glyceryl Glucoside, Aluminum Hydroxide, Ethylhexylglycerin, Methylpropanediol, Adenosine, Trisodium Ethylenediamine Disuccinate, Beta-Glucan, Tocopherol, Cetearyl Alcohol, Xanthan Gum, Fragrance, Iron Oxide Yellow (CI 77492), Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)",For all skin types / Beige,40ml,Face Sunscreen
